City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
329,rongelap,11.1635,166.8941,26.59,86,98,9.12,MH,1707426300
330,xilin hot,43.9667,116.0333,-20.12,99,85,1.94,CN,1707426300
331,lake butler,28.5017,-81.5409,23.38,57,95,2.24,US,1707426300
332,morehead city,34.7229,-76.726,14.01,73,0,2.24,US,1707426300
333,kavieng,-2.5744,150.7967,28.09,79,100,7.32,PG,1707426300
334,minas de marcona,-15.2119,-75.1103,23.17,75,35,6.17,PE,1707426301
335,kuching,1.55,110.3333,26.69,95,40,0.0,MY,1707426301
336,san antonio de pale,-1.4014,5.6325,28.41,77,95,3.94,GQ,1707426107
337,nagqu,31.5,92.0,-15.61,40,7,2.64,CN,1707426301
338,villas,26.5504,-81.8687,25.55,50,0,3.6,US,1707426301
339,la gi,10.6667,107.7833,23.3,89,9,4.14,VN,1707426301
340,santa ana de yacuma,-13.75,-65.4333,32.97,62,40,3.09,BO,1707426303
341,hailey,43.5196,-114.3153,1.05,69,40,3.6,US,1707426303
342,greenville,35.6127,-77.3663,15.08,38,0,2.24,US,1707426081
343,pangkalanbuun,-2.6833,111.6167,23.61,94,62,0.99,ID,1707426304
344,taoudenni,22.6783,-3.9836,21.02,12,0,4.27,ML,1707426305
345,odienne,9.51,-7.5692,27.68,14,6,1.67,CI,1707426305
346,bandar lampung,-5.4254,105.258,23.8,93,16,1.47,ID,1707426305
347,kasrawad,22.1333,75.6,18.59,34,94,2.55,IN,1707426305
348,ceres,37.5949,-120.9577,12.81,78,100,1.54,US,1707426309
349,beitbridge,-22.2167,30.0,29.31,53,10,5.88,ZW,1707426311
350,kenner,29.9941,-90.2417,22.78,66,75,6.69,US,1707426311
351,olinda,-8.0089,-34.8553,29.85,70,20,4.12,BR,1707426237
352,bellampalli,19.0558,79.493,20.47,39,42,2.97,IN,1707426312
353,ad dujayl,33.8467,44.2344,14.02,63,11,1.81,IQ,1707426312
354,kairouan,35.6781,10.0963,16.01,33,0,2.06,TN,1707426314
355,hovd,48.0056,91.6419,-18.64,90,9,0.56,MN,1707426315
356,kwang binh,17.4833,106.6,18.65,89,100,5.95,VN,1707426315
357,lorengau,-2.0226,147.2712,26.51,85,100,3.65,PG,1707426315
358,seven pagodas,12.6264,80.1722,25.03,80,9,0.78,IN,1707426316
359,contamana,-7.3333,-75.0167,33.5,48,75,2.37,PE,1707426317
360,laojunmiao,39.8333,97.7333,-4.09,34,53,3.11,CN,1707426317
